"THETA1","THETA2","THETA3","THETA4","THETA5","THETA6","THETA7","THETA8","SIGMA.1.1.","OMEGA.1.1.","OMEGA.2.1.","OMEGA.2.2.","OMEGA.3.1.","OMEGA.3.2.","OMEGA.3.3.","OBJ","WEIGHT"
0.408896,4.10309,1.16304,4.22163,1.26573,0.493048,-0.0316865,0.367982,0.040112,0.201945,0.0478993,0.0659465,0.11161,0.0527869,0.0962324,30913.0432471725,0.945170143032606
0.465659,4.12514,1.16745,4.23984,1.28665,0.463848,-0.0362013,0.301879,0.0377853,0.211831,0.0499731,0.0798935,0.108253,0.0651825,0.103959,30916.9303822412,0.473815326376346
0.479902,4.10166,1.19051,4.2326,1.29378,0.467736,-0.0340389,0.472452,0.0395288,0.250236,0.109751,0.0916858,0.13827,0.077462,0.112737,30919.4565394457,0.376775266088725
0.484732,4.12997,1.17715,4.22599,1.19813,0.603823,-0.0106253,0.456262,0.0410253,0.223935,0.063911,0.0707664,0.122704,0.0699826,0.111407,30925.4682455701,4.30493719130942
0.334834,4.07148,1.15557,4.2145,1.32087,0.549529,0.00550727,0.517728,0.0384876,0.198235,0.0861719,0.100138,0.112548,0.0853116,0.122557,30917.5783720163,1.5025125678477
0.443188,4.09738,1.13468,4.20672,1.27174,0.451074,0.00186658,0.396407,0.0408526,0.201139,0.062164,0.0666484,0.135992,0.0710119,0.11824,30919.5917770805,0.494544477545753
0.466416,4.1104,1.1499,4.19572,1.28346,0.486157,0.0204141,0.385121,0.0407572,0.205377,0.0623904,0.0723282,0.134215,0.0679951,0.112429,30912.6208531524,1.00541218946343
0.506405,4.15257,1.21675,4.2109,1.27374,0.486059,-0.10849,0.510558,0.0415125,0.258527,0.0719612,0.0874506,0.14268,0.077942,0.119198,30913.4705212971,1.61900903636649
0.446269,4.10447,1.17995,4.1783,1.28193,0.526066,0.0169173,0.422416,0.0402136,0.167104,0.0783915,0.079591,0.127484,0.0707035,0.123451,30921.3408159751,0.155558140008464
0.437192,4.13961,1.15262,4.20399,1.34937,0.474211,-0.0380326,0.300373,0.0395901,0.212267,0.06688,0.08691,0.133271,0.0725206,0.1128,30918.9910294401,0.428021449959289
0.506385,4.10014,1.14587,4.17565,1.23646,0.418479,-0.102408,0.475651,0.0389316,0.265975,0.0940307,0.0998822,0.151178,0.0781025,0.106638,30925.5888334425,0.214410448017356
0.486749,4.11696,1.19497,4.20258,1.27617,0.503662,0.0181285,0.521342,0.0399162,0.238521,0.0831994,0.0776346,0.121668,0.0682008,0.103778,30913.6761294106,1.15165159445124
0.399018,4.09935,1.16549,4.20161,1.30976,0.484577,-0.0858119,0.514078,0.0406212,0.156068,0.0295703,0.0653839,0.0912609,0.0672166,0.117089,30921.3173239897,0.221355154117549
0.414214,4.11389,1.21396,4.24438,1.29629,0.537147,-0.0564018,0.493431,0.0426412,0.142755,0.0577089,0.0807992,0.114918,0.0807201,0.131269,30923.1739235741,0.180960988200359
0.432689,4.12126,1.15568,4.21038,1.30832,0.470275,-0.0297589,0.364331,0.0408174,0.288306,0.0813223,0.0948987,0.152861,0.0801169,0.129119,30910.3186493042,2.35424380370646
0.450991,4.09887,1.20856,4.2229,1.30004,0.496637,0.0205071,0.30798,0.041588,0.261572,0.0620689,0.0778126,0.157875,0.0831881,0.139844,30928.7102453502,0.203410514117856
0.442285,4.13544,1.1762,4.18677,1.29233,0.463083,0.00510773,0.436971,0.0395046,0.281668,0.105144,0.111907,0.127772,0.0814176,0.128145,30918.8154768265,96.140944497982
0.563582,4.19796,1.18084,4.1753,1.26311,0.415714,-0.0164418,0.489552,0.0374461,0.301878,0.0673452,0.0880497,0.1465,0.0673433,0.110604,30935.1559669667,0.2524766012515
0.417889,4.08568,1.11289,4.19999,1.26809,0.459844,-0.096669,0.319862,0.0402354,0.287373,0.0987146,0.0981473,0.159923,0.0873556,0.129546,30913.1913782255,5.07142869601182
0.50158,4.09364,1.19261,4.21601,1.26742,0.546932,-0.0599821,0.368967,0.0412997,0.0861707,0.0162237,0.054986,0.0710922,0.056035,0.103295,30946.0419872779,0.000280324471277273
0.436271,4.14689,1.14596,4.20098,1.31246,0.426602,-0.0817003,0.382126,0.0390406,0.204356,0.0564437,0.0845964,0.127286,0.0661953,0.101135,30923.4020036257,0.0480418531132273
0.302848,4.11357,1.13892,4.19729,1.30651,0.481602,0.00733423,0.43163,0.0382443,0.323541,0.0607874,0.0743824,0.128609,0.0625436,0.108504,30925.3426202259,2.43401386687128
0.499713,4.09199,1.17452,4.22518,1.32913,0.500704,-0.0722488,0.518352,0.0415843,0.294003,0.0839434,0.0803836,0.114743,0.0699677,0.105917,30921.5385670791,6.5662775156388
0.312293,4.0765,1.18486,4.21792,1.31871,0.458501,0.00560228,0.423539,0.0404849,0.141045,0.056456,0.0875659,0.0883816,0.0751589,0.113347,30919.7230516379,0.661733649654245
0.426357,4.0763,1.15274,4.20919,1.29333,0.478892,-0.0776563,0.390711,0.0422902,0.221049,0.0536957,0.0857904,0.120283,0.0698449,0.116341,30915.1665233157,3.53619868486332
0.409372,4.08395,1.13318,4.19587,1.31214,0.417284,-0.0356209,0.353088,0.0432293,0.205258,0.057355,0.0736311,0.144402,0.07661,0.148707,30927.9695049017,10.3241463194483
0.325285,4.06822,1.14073,4.20752,1.29888,0.469321,0.0421991,0.409718,0.038844,0.209272,0.0259182,0.0629891,0.104654,0.0520622,0.118225,30928.3908006083,0.535381844350432
0.393878,4.07437,1.1077,4.24048,1.27931,0.476064,-0.0738625,0.487101,0.0373751,0.138514,0.0225602,0.0743121,0.0571839,0.054944,0.083525,30941.3516485508,0.00315885507198191
0.413806,4.11004,1.18254,4.22646,1.29787,0.506717,0.0158948,0.577123,0.039605,0.217482,0.0857395,0.0892953,0.141167,0.0725661,0.105956,30923.3231280832,0.0776376809144703
0.454408,4.1134,1.18003,4.23864,1.29602,0.478239,-0.0512731,0.515981,0.0403973,0.257482,0.070756,0.0884875,0.126145,0.0683257,0.116322,30910.957545811,4.73390774827071
0.489433,4.13224,1.19814,4.21259,1.29354,0.500697,-0.102689,0.526383,0.042348,0.146631,0.0604933,0.0879186,0.130581,0.0776143,0.130599,30921.0097741059,0.399211975579243
0.437527,4.0991,1.13079,4.20321,1.30245,0.441236,-0.00126904,0.567194,0.0386076,0.288806,0.0748377,0.0797497,0.147958,0.0774177,0.125227,30922.8358575389,0.388177773067856
0.455188,4.07913,1.16375,4.25265,1.27733,0.50381,-0.0257071,0.52065,0.0410026,0.172459,0.0342178,0.065217,0.104762,0.0554344,0.0973985,30922.3622264464,0.25393871397789
0.416974,4.10282,1.15154,4.19515,1.30836,0.493492,-0.0248018,0.375414,0.0383859,0.203487,0.0703879,0.081261,0.124205,0.064897,0.10141,30913.4871537199,0.453132746104243
0.324771,4.05092,1.15037,4.21624,1.31324,0.501944,0.0357019,0.658714,0.039787,0.155843,0.0677385,0.0813707,0.0748826,0.0587779,0.0915805,30933.7194644871,0.0226254569489801
0.557149,4.17142,1.24413,4.2007,1.23277,0.448539,-0.0544571,0.334283,0.0394724,0.332315,0.068071,0.0737289,0.135524,0.062687,0.113995,30925.782997437,1.71383675292518
0.48066,4.13599,1.19914,4.19344,1.28943,0.492506,-0.0422484,0.658564,0.0402592,0.187609,0.0811117,0.0950184,0.100046,0.0717344,0.100631,30922.5069294782,0.402391388106885
0.317573,4.07292,1.17585,4.20091,1.35172,0.465625,-0.0875977,0.572499,0.0405154,0.215246,0.0378413,0.0795038,0.105438,0.0646951,0.102572,30927.1994497682,1.13037619170123
0.510192,4.11745,1.14876,4.20812,1.18173,0.473826,-0.0477777,0.322498,0.0413742,0.21954,0.0567327,0.0726493,0.124381,0.0623233,0.112493,30918.4304782268,3.32504043477788
0.456932,4.14823,1.19672,4.20929,1.24421,0.511596,0.00452861,0.372251,0.0400905,0.141668,0.0184773,0.0677759,0.0733769,0.0576824,0.10632,30917.9497212417,0.176039521154684
0.46821,4.15014,1.14611,4.21836,1.21443,0.446694,-0.0622765,0.369849,0.0382751,0.191298,0.0470597,0.0829415,0.122509,0.063909,0.107464,30920.9819861839,0.611844590048318
0.386311,4.10927,1.19026,4.18907,1.27145,0.445749,0.0829863,0.282865,0.0403479,0.161114,0.0262471,0.0582454,0.0840278,0.04289,0.0833724,30932.8224175041,0.160574005452914
0.408992,4.07973,1.17225,4.18402,1.30263,0.470323,-0.0266445,0.549267,0.0408396,0.271497,0.0757288,0.0876081,0.135183,0.0782033,0.125872,30916.2967959016,1.39855546023909
0.460506,4.12006,1.18671,4.20936,1.23449,0.488294,-0.0576376,0.561694,0.0387328,0.268545,0.0806866,0.0877742,0.14947,0.083361,0.130961,30914.5428721798,1.84812887816747
0.433594,4.10549,1.11166,4.18363,1.22598,0.429702,-0.048923,0.390229,0.0387234,0.217596,0.0693579,0.0822814,0.11096,0.0703496,0.120794,30916.3237802538,4.69243545813338
0.580769,4.14221,1.20682,4.21641,1.26074,0.522445,-0.146488,0.417971,0.0406795,0.217655,0.0725921,0.0849239,0.117171,0.0702696,0.108089,30916.7580012717,0.915666985646973
0.452109,4.11235,1.15606,4.22727,1.27552,0.488844,-0.0500478,0.386412,0.0421737,0.198958,0.0505319,0.0769579,0.0901073,0.0602698,0.0901919,30916.9038700968,1.4032855040475
0.555797,4.09545,1.17608,4.20454,1.24999,0.542113,-0.0834453,0.511781,0.0404955,0.234832,0.0536219,0.0601861,0.103125,0.0527104,0.0977924,30924.8066331767,1.99714502291992
0.407378,4.10794,1.13337,4.19195,1.25034,0.451206,-0.109398,0.348142,0.0408697,0.25408,0.0906164,0.0951841,0.150925,0.0873178,0.12868,30913.7066425306,9.84829150290041
0.38883,4.11242,1.20691,4.21528,1.27122,0.52642,0.0133485,0.602689,0.042682,0.164535,0.0544921,0.0749259,0.0962993,0.0638283,0.104346,30920.3609746504,0.259735010356077
0.515559,4.1405,1.19116,4.21879,1.25168,0.551344,-0.0933268,0.363518,0.0414147,0.179616,0.0277779,0.0775958,0.0941983,0.0634823,0.103262,30919.7238275907,2.37017775921896
0.412208,4.12964,1.15926,4.1998,1.32183,0.454795,-0.0654734,0.365675,0.0398237,0.229643,0.0702611,0.081675,0.137721,0.0817178,0.128869,30913.6495551584,1.52124682315625
0.454794,4.11502,1.15033,4.19993,1.27994,0.469418,-0.0977612,0.412348,0.0400606,0.196464,0.076352,0.0912039,0.107773,0.0709559,0.104146,30910.3582902019,0.872674096219025
0.412748,4.09885,1.13149,4.21931,1.30326,0.461257,-0.0839289,0.457738,0.039778,0.263231,0.0985715,0.0966906,0.151854,0.0821424,0.123692,30911.2301278354,0.987167461027142
0.475967,4.14689,1.18324,4.20883,1.23549,0.563835,-0.0177604,0.492027,0.0389344,0.130365,0.0328084,0.0674161,0.0829743,0.0561213,0.0960122,30918.6091726002,0.643529820414843
0.519734,4.09862,1.20596,4.21579,1.30023,0.49535,-0.0134112,0.380516,0.0414094,0.264657,0.0871416,0.0943938,0.146345,0.0807255,0.124388,30915.1787926969,1.49282143222073
0.625953,4.15424,1.16658,4.1699,1.25544,0.417706,-0.0302507,0.359619,0.0387655,0.238167,0.060858,0.0897937,0.118009,0.0697334,0.0915216,30937.2452441582,0.0153143861913607
0.540099,4.13104,1.15282,4.21017,1.26273,0.529345,-0.0848744,0.482206,0.043589,0.186017,0.058428,0.0685058,0.127002,0.0552606,0.0959141,30930.7007905786,0.522725066824255
0.428001,4.17429,1.23207,4.21657,1.26836,0.531294,0.0634619,0.399662,0.0398654,0.183935,0.0566349,0.0834432,0.116742,0.0755454,0.118034,30918.174685259,2.38583497460902
0.280806,4.06434,1.15267,4.18618,1.32798,0.55191,-0.10854,0.592863,0.0393562,0.17457,0.0527647,0.0877098,0.0810607,0.0650948,0.0982638,30928.0045282372,0.36221741690402
0.537055,4.1484,1.17735,4.1999,1.27043,0.478382,-0.0553796,0.325331,0.0414058,0.221018,0.0687436,0.085852,0.149948,0.0751319,0.124041,30914.0780616351,0.260252211511452
0.435691,4.11147,1.17417,4.19469,1.31479,0.438672,-0.0844616,0.364101,0.0391784,0.212737,0.0624613,0.0927837,0.0943632,0.0670495,0.0959979,30915.5212786246,0.852568256903847
0.602206,4.13685,1.17177,4.20125,1.23198,0.43678,-0.10214,0.42018,0.0395412,0.257688,0.0530639,0.0685358,0.133707,0.0608052,0.102734,30917.6279523349,0.774409730314991
0.432615,4.11083,1.15987,4.20897,1.27779,0.516103,-0.0467553,0.298007,0.0408462,0.220669,0.0631777,0.076833,0.119394,0.0631857,0.104958,30909.9286409412,1.05422329018527
0.490479,4.10947,1.16535,4.21207,1.29389,0.519454,-0.068483,0.46904,0.0412618,0.272938,0.0946041,0.0863309,0.172457,0.0838636,0.146067,30915.3194615688,3.93025033706614
0.358661,4.12112,1.15757,4.22407,1.2972,0.523546,-0.0454319,0.422121,0.0375178,0.175509,0.0508081,0.0705708,0.0983777,0.067515,0.114244,30918.8084149766,0.296033551701849
0.512879,4.10682,1.19776,4.22974,1.28428,0.475724,0.00370695,0.52258,0.041162,0.2003,0.0521875,0.0666854,0.124068,0.0720833,0.137215,30923.7727115652,0.445296766085363
0.467672,4.08412,1.19317,4.20816,1.32766,0.482934,0.0177004,0.486699,0.0421256,0.16828,0.0717721,0.0816119,0.109546,0.0675196,0.11368,30921.4740801087,0.261588754927284
0.320262,4.06847,1.13703,4.2168,1.34773,0.519588,0.000950718,0.41177,0.0406592,0.128322,0.0324031,0.0651492,0.0741114,0.0521448,0.0945316,30921.208610153,0.172951808460564
0.439622,4.10204,1.16673,4.17531,1.29998,0.494422,-0.120688,0.408303,0.0393949,0.202072,0.0577805,0.0818842,0.0954407,0.0657447,0.110708,30913.7516216256,1.98649062239597
0.472299,4.10068,1.18056,4.21736,1.29999,0.521154,-0.160377,0.281914,0.0387975,0.209854,0.0478602,0.0842763,0.103542,0.0574634,0.0891068,30927.9430178927,0.53272998368054
0.496087,4.15494,1.18553,4.20146,1.27901,0.419349,0.0334695,0.357966,0.0399959,0.223373,0.0880212,0.0935856,0.143089,0.0858229,0.139854,30913.7627093732,2.66924197545426
0.362354,4.07906,1.12418,4.22672,1.2995,0.472655,-0.139998,0.451892,0.0380432,0.255703,0.0602332,0.0839326,0.126315,0.0796662,0.126671,30918.5090559926,0.730922498602709
0.41798,4.11656,1.1451,4.19411,1.23584,0.505746,-0.0581931,0.455702,0.0381518,0.121255,0.045217,0.0837346,0.0992123,0.0716709,0.118565,30918.9754754273,0.39037228133464
0.361999,4.1195,1.18634,4.22749,1.37048,0.44097,-0.161081,0.208665,0.0370432,0.32825,0.0789964,0.0842339,0.126383,0.0676311,0.107912,30943.3542168538,0.104364713194529
0.533537,4.14031,1.16619,4.19077,1.24163,0.458049,0.0244654,0.423126,0.0409159,0.209,0.058018,0.0745667,0.127949,0.0617046,0.115802,30912.7742173758,1.08214396451335
0.493162,4.16061,1.1818,4.21195,1.26998,0.473252,-0.0823475,0.474714,0.0401561,0.280277,0.0828163,0.0948018,0.147848,0.0788025,0.111411,30915.7972680431,0.527870731554188
0.468875,4.12143,1.17682,4.18636,1.25488,0.484902,-0.0975509,0.587288,0.0401617,0.258022,0.0941485,0.0881085,0.152069,0.0829299,0.129502,30914.8514582872,1.42007451557787
0.393353,4.13003,1.13858,4.16603,1.26443,0.471258,0.037561,0.39648,0.0376911,0.224645,0.0526249,0.0859611,0.114485,0.0692116,0.120471,30920.9208822851,0.956463720159281
0.372088,4.09481,1.12177,4.21513,1.30304,0.444594,-0.0300758,0.379031,0.0382586,0.208998,0.075814,0.0816341,0.121738,0.0676814,0.114825,30913.3330591121,0.758440795280519
0.473229,4.09594,1.12558,4.21299,1.26575,0.431301,-0.00352337,0.279121,0.040683,0.275326,0.0823858,0.0821314,0.136172,0.0714127,0.115865,30913.8437111262,3.85506316105049
0.440655,4.10534,1.13383,4.24231,1.27248,0.490803,0.0424279,0.379701,0.0401245,0.258955,0.0736908,0.0752582,0.179428,0.0794382,0.144017,30924.8296964765,6.69717881629746
0.487495,4.17435,1.19719,4.2292,1.26927,0.523768,-0.00892942,0.584217,0.0416576,0.153368,0.0395515,0.0674874,0.11617,0.0585382,0.111314,30927.3099478948,0.175402209965521
0.59073,4.15425,1.20307,4.21519,1.25572,0.495561,-0.0562757,0.516259,0.041816,0.194922,0.064409,0.074288,0.131005,0.0694674,0.108514,30920.9596961538,0.213924133521123
0.31164,4.07305,1.11975,4.19457,1.2846,0.509029,-0.0243876,0.611915,0.0409546,0.0916207,0.0345147,0.0730956,0.0724174,0.0625811,0.101034,30933.9227055877,0.00725956087722297
0.433999,4.1316,1.20645,4.18224,1.28053,0.469965,0.014787,0.476449,0.0388225,0.276304,0.106873,0.0975309,0.150021,0.086257,0.130759,30915.6240823086,1.97286692230983
0.484164,4.1377,1.18491,4.20425,1.31917,0.441366,-0.0125383,0.388752,0.0406355,0.233231,0.0835099,0.0810683,0.159081,0.0845311,0.134494,30917.7121540654,0.941670482563726
0.534537,4.14379,1.18176,4.1947,1.26143,0.412748,-0.0506898,0.345222,0.0404277,0.280954,0.106266,0.0850179,0.159926,0.072681,0.107691,30923.8285615781,0.186733227459901
0.529346,4.13916,1.22362,4.2267,1.28425,0.4552,0.0238817,0.375325,0.0426559,0.246676,0.0588138,0.0786363,0.124366,0.0610918,0.114801,30920.0314031103,2.86133414212394
0.449602,4.12517,1.18539,4.20048,1.33336,0.489547,-0.068056,0.315837,0.0397077,0.173918,0.0617214,0.0642025,0.115126,0.0554627,0.102043,30921.4338521633,0.699719267530713
0.459286,4.12097,1.20447,4.2321,1.2432,0.532355,-0.0367005,0.42648,0.0399462,0.223921,0.0882396,0.0832576,0.121862,0.0764594,0.123622,30918.6828621449,0.245568482660724
0.411582,4.14627,1.17312,4.19811,1.28562,0.519917,-0.0745836,0.413241,0.0392575,0.165137,0.0362636,0.0696345,0.101963,0.0601254,0.108438,30912.973360747,0.685699813477121
0.306937,4.08259,1.18251,4.21503,1.29856,0.623158,-0.0445564,0.503658,0.0396972,0.123848,0.0546843,0.0811617,0.0864198,0.0783203,0.119936,30933.2209459535,0.0713398113946087
0.527689,4.18205,1.21499,4.22214,1.21065,0.496626,-0.0481437,0.390035,0.0401983,0.31445,0.0582988,0.0784501,0.134028,0.0809027,0.126293,30928.9787609442,2.11303039606209
0.419578,4.12119,1.17386,4.21804,1.327,0.471618,0.088176,0.562832,0.0390038,0.248749,0.0849238,0.0798931,0.122606,0.0776404,0.121741,30925.1006881976,1.22192625646112
0.426626,4.07961,1.17198,4.21533,1.30677,0.491964,-0.0152282,0.513375,0.0400077,0.143292,0.0420228,0.0871789,0.110109,0.0699394,0.115277,30917.7314861249,1.49388802870803
0.406019,4.12014,1.18116,4.22433,1.29156,0.43726,-0.0372244,0.309469,0.0397882,0.208487,0.0519886,0.0809801,0.0783321,0.0630978,0.092882,30920.6591371056,0.69472791988902
0.58075,4.12282,1.1658,4.20103,1.22896,0.496848,-0.034782,0.392315,0.0393892,0.231212,0.0675207,0.0919198,0.138405,0.0787651,0.138083,30918.7624825462,6.9809934707454
0.415427,4.10953,1.16476,4.2137,1.2589,0.469503,-0.0815109,0.442204,0.0415662,0.208932,0.0476394,0.0645441,0.115295,0.0703565,0.124348,30918.8806181356,0.352527717815831
0.376845,4.11134,1.14922,4.20161,1.29964,0.496947,-0.0976876,0.406304,0.0399547,0.145391,0.0475834,0.0781452,0.110259,0.0644767,0.108233,30913.1609035099,0.320156431305357
0.329444,4.14696,1.18235,4.21226,1.29026,0.482477,-0.0436945,0.448166,0.039851,0.171609,0.0549553,0.0733845,0.099686,0.0702201,0.115558,30919.234316392,0.705283329152976
0.435702,4.09104,1.1702,4.15094,1.29394,0.524737,0.0110383,0.338555,0.0406284,0.132524,0.032804,0.0687942,0.0909201,0.0559654,0.101994,30927.5461951876,0.851240106531112
0.405699,4.10793,1.13457,4.21861,1.21887,0.432282,-0.0890747,0.537342,0.0392181,0.140414,0.0265709,0.0791724,0.0932719,0.0732865,0.113127,30929.8524035277,1.46563254412681
0.463875,4.09534,1.14749,4.18701,1.31226,0.453821,-0.0278743,0.433081,0.0396287,0.328645,0.0741134,0.081179,0.145362,0.0709234,0.116592,30913.6616242246,2.53205779057153
0.627639,4.2161,1.2843,4.20592,1.26271,0.521776,-0.0769503,0.330433,0.041553,0.186853,0.0421876,0.0690145,0.106058,0.0547894,0.0940147,30940.3409347814,0.0242302824297772
0.434553,4.12306,1.20052,4.1793,1.25561,0.535711,0.0190422,0.402265,0.0405633,0.2096,0.0769472,0.0802612,0.127887,0.0726712,0.116638,30915.4600809331,1.22184974071176
0.538563,4.16525,1.19888,4.18083,1.22693,0.51519,-0.0309101,0.394268,0.0397724,0.209393,0.0510314,0.0748256,0.1127,0.0537939,0.0917178,30917.3212620514,0.541151479900504
0.44873,4.12848,1.16283,4.2088,1.31425,0.379965,-0.155364,0.336287,0.0384568,0.218894,0.0549528,0.0710152,0.105901,0.0573573,0.0923394,30922.5393730695,1.01782979304282
0.365448,4.10164,1.13416,4.18775,1.29696,0.513895,-0.135837,0.462054,0.0414703,0.244778,0.0957982,0.0935073,0.139135,0.0771633,0.113302,30918.1054311564,1.49261681846643
0.531609,4.15747,1.21402,4.21167,1.24608,0.581785,-0.113662,0.486544,0.041111,0.239272,0.0858967,0.0852025,0.129816,0.0741099,0.122656,30916.5918464471,1.60297985589611
0.473158,4.12251,1.16995,4.21606,1.29731,0.470078,-0.057397,0.538993,0.0401299,0.162562,0.0361249,0.0744345,0.107574,0.0634695,0.114887,30915.671079904,0.470478165973724
0.504438,4.14564,1.18706,4.21238,1.24975,0.529112,-0.048427,0.500149,0.0383691,0.276212,0.0714791,0.0795813,0.139989,0.0713711,0.123317,30911.6163935819,1.5309446852385
0.399551,4.08679,1.13885,4.2001,1.33723,0.453303,-0.0646614,0.292781,0.0397727,0.271154,0.0674535,0.0824161,0.110938,0.0693456,0.116795,30916.0231860455,3.00667633871701
0.470054,4.12028,1.1798,4.21385,1.26302,0.476528,0.0778171,0.52431,0.0408309,0.188637,0.0258937,0.0744802,0.0888229,0.056602,0.0986748,30918.2581999587,0.929862323749128
0.534484,4.13578,1.18814,4.20604,1.25674,0.508188,-0.042431,0.520319,0.0391,0.274575,0.090641,0.0845297,0.127872,0.0742304,0.123876,30913.1692737935,3.14290324428638
0.562632,4.13271,1.19045,4.18094,1.26866,0.428021,-0.0465743,0.431909,0.0400727,0.311446,0.0840633,0.0907426,0.149887,0.0790024,0.118631,30913.5148382578,1.43386551561782
0.403235,4.14531,1.16174,4.19385,1.3157,0.478409,-0.0679958,0.373579,0.0381539,0.269287,0.0752023,0.0866976,0.143043,0.0694797,0.111603,30918.1342313665,0.360565055200108
0.365655,4.11896,1.13484,4.20457,1.30428,0.458206,-0.0166741,0.409996,0.0387836,0.161215,0.0733817,0.0824279,0.112596,0.0590026,0.103428,30925.6572626357,0.0805782847161213
0.504887,4.14131,1.18504,4.21165,1.29929,0.420804,-0.0986336,0.377675,0.0385992,0.212454,0.0611869,0.0866812,0.121061,0.063184,0.111298,30914.3480166567,8.70513393632957
0.379908,4.11568,1.14162,4.22263,1.27474,0.464105,-0.0537181,0.335016,0.0403351,0.192174,0.0768892,0.0931127,0.135394,0.084081,0.13881,30912.0055058283,4.58877614474721
0.516715,4.20179,1.18824,4.19388,1.25296,0.515428,-0.0482258,0.403726,0.038595,0.248967,0.0445678,0.0680757,0.128377,0.0598206,0.104919,30928.2643553842,0.277381416706764
0.44584,4.13552,1.18992,4.24135,1.25178,0.514165,-0.120206,0.366798,0.0381245,0.13466,0.0430453,0.0702958,0.0947716,0.0592639,0.102203,30922.3951511866,0.660102122237255
0.429071,4.08748,1.09959,4.1978,1.26053,0.444372,-0.0065193,0.251305,0.0388544,0.248832,0.0494211,0.0737714,0.129926,0.0696511,0.113116,30922.2916822557,0.450377643779437
0.436713,4.11552,1.15911,4.18955,1.27343,0.454564,-0.121678,0.528142,0.0411871,0.205591,0.050836,0.0742858,0.114813,0.0560772,0.0962537,30915.0125224218,1.48518662517001
0.383393,4.09255,1.14096,4.20387,1.28477,0.503946,0.0483891,0.325411,0.0392603,0.203116,0.0598917,0.0805999,0.105179,0.0629667,0.101372,30910.981887286,2.06342695096719
0.507164,4.15897,1.19456,4.21707,1.2361,0.470958,0.000246782,0.556358,0.0408503,0.157234,0.0588476,0.0805315,0.122703,0.0731459,0.123383,30917.1512104463,0.307785407863262
0.354031,4.08259,1.13605,4.21374,1.30695,0.532031,-0.0279413,0.595213,0.0412332,0.171142,0.0694248,0.0872524,0.0911433,0.0684305,0.1081,30920.252956268,0.486547853432338
0.477941,4.10469,1.15944,4.21822,1.26016,0.517523,0.0170901,0.467804,0.0406258,0.242903,0.0619338,0.0751109,0.134083,0.0650026,0.119086,30910.689145262,1.92994727549272
0.503743,4.13126,1.18193,4.20591,1.25136,0.522911,-0.0618187,0.370934,0.0396027,0.25522,0.0876766,0.0875347,0.148172,0.0771182,0.141991,30913.9024047005,6.18126643695648
0.421133,4.12485,1.17283,4.22238,1.27406,0.499001,-0.0866038,0.258656,0.0416168,0.194794,0.0661171,0.074102,0.13949,0.0703148,0.12678,30918.30247327,0.618647034801596
0.423711,4.14317,1.2,4.20106,1.25561,0.508773,0.143554,0.426488,0.0433148,0.226455,0.0437814,0.0586136,0.125824,0.0633845,0.127594,30932.675249125,0.265024953163776
0.432305,4.09327,1.17945,4.25321,1.30054,0.563827,-0.184218,0.374457,0.0408145,0.23785,0.0791203,0.08599,0.120831,0.0798357,0.11354,30928.2790355113,0.386798150841932
0.427826,4.10609,1.19375,4.22883,1.33435,0.484627,-0.0478703,0.457499,0.0409171,0.252012,0.0691429,0.0739237,0.104829,0.0680425,0.103403,30917.1179234489,0.881492381829476
0.468223,4.1476,1.21531,4.18384,1.24383,0.489187,0.0127618,0.437677,0.0390778,0.120461,0.0851313,0.0871388,0.106822,0.0804077,0.126114,30947.8555728914,1.50685392881278e-05
0.429092,4.09264,1.18638,4.23341,1.30499,0.448192,-0.027838,0.533629,0.0412377,0.18404,0.0733255,0.080304,0.129823,0.0813757,0.128716,30919.0138613524,0.248423108698878
